,Drug Original Name,Concentration
1640,CAPECITABINA ,500 MG TAB
1641,CAPECITABINA ,500 MG TAB
1642,CAPECITABINA ,500 MG TAB
1643,CAPECITABINA ,500 MG TAB
1644,CAPECITABINA ,500 MG TAB
1645,CAPECITABINA ,500 MG TAB
1646,CAPECITABINA ,500 MG TAB
1647,CAPECITABINA ,500 MG TAB
1648,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1649,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1650,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1651,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1652,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1653,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1654,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1655,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1656,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1657,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1658,SODIUM METHOTREXATE ,2.5 MG TAB
1659,SODIUM METHOTREXATE ,2.5 MG TAB
1660,SODIUM METHOTREXATE ,2.5 MG TAB
1661,SODIUM METHOTREXATE ,2.5 MG TAB
1662,SODIUM METHOTREXATE ,2.5 MG TAB
1663,SODIUM METHOTREXATE ,2.5 MG TAB
1664,SODIUM METHOTREXATE ,2.5 MG TAB
1665,SODIUM METHOTREXATE ,2.5 MG TAB
1666,SODIUM METHOTREXATE ,2.5 MG TAB
1667,SODIUM METHOTREXATE ,2.5 MG TAB
1668,SODIUM METHOTREXATE ,2.5 MG TAB
1669,SODIUM METHOTREXATE ,2.5 MG TAB
1670,SODIUM METHOTREXATE ,2.5 MG TAB
1671,SODIUM METHOTREXATE ,2.5 MG TAB
1672,SODIUM METHOTREXATE ,2.5 MG TAB
1673,SODIUM METHOTREXATE ,2.5 MG TAB
1674,SODIUM METHOTREXATE ,2.5 MG TAB
1675,SODIUM METHOTREXATE ,2.5 MG TAB
1676,SODIUM METHOTREXATE ,2.5 MG TAB
1677,SODIUM METHOTREXATE ,2.5 MG TAB
1678,SODIUM METHOTREXATE ,2.5 MG TAB
1679,SODIUM METHOTREXATE ,2.5 MG TAB
1680,SODIUM METHOTREXATE ,2.5 MG TAB
1681,SODIUM METHOTREXATE ,2.5 MG TAB
1682,SODIUM METHOTREXATE ,2.5 MG TAB
1683,SODIUM METHOTREXATE ,2.5 MG TAB
1684,SODIUM METHOTREXATE ,2.5 MG TAB
1685,SODIUM METHOTREXATE ,2.5 MG TAB
1686,SODIUM METHOTREXATE ,2.5 MG TAB
1687,SODIUM METHOTREXATE ,2.5 MG TAB
1688,SODIUM METHOTREXATE ,2.5 MG TAB
1689,SODIUM METHOTREXATE ,2.5 MG TAB
1690,SODIUM METHOTREXATE ,2.5 MG TAB
1691,SODIUM METHOTREXATE ,2.5 MG TAB
1692,SODIUM METHOTREXATE ,2.5 MG TAB
1693,SODIUM METHOTREXATE ,2.5 MG TAB
1694,SODIUM METHOTREXATE ,2.5 MG TAB
1695,SODIUM METHOTREXATE ,2.5 MG TAB
1696,SODIUM METHOTREXATE ,2.5 MG TAB
1697,SODIUM METHOTREXATE ,2.5 MG TAB
1698,SODIUM METHOTREXATE ,2.5 MG TAB
1699,SODIUM METHOTREXATE ,2.5 MG TAB
1700,SODIUM METHOTREXATE ,2.5 MG TAB
1701,SODIUM METHOTREXATE ,2.5 MG TAB
1702,SODIUM METHOTREXATE ,2.5 MG TAB
1703,SODIUM METHOTREXATE ,2.5 MG TAB
1704,SODIUM METHOTREXATE ,2.5 MG TAB
1705,SODIUM METHOTREXATE ,2.5 MG TAB
1706,SODIUM METHOTREXATE ,2.5 MG TAB
1707,SODIUM METHOTREXATE ,2.5 MG TAB
1708,SODIUM METHOTREXATE ,2.5 MG TAB
1709,SODIUM METHOTREXATE ,2.5 MG TAB
1710,SODIUM METHOTREXATE ,2.5 MG TAB
1711,SODIUM METHOTREXATE ,2.5 MG TAB
1712,METOTREXATO ,500 MG
1713,METOTREXATO ,500 MG
1714,METOTREXATO ,500 MG
1715,METOTREXATO ,500 MG
1716,METOTREXATO ,500 MG
1717,METOTREXATO ,500 MG
1718,METOTREXATO ,500 MG
1719,RITUXIMAB ,500 MG/50 ML INY 50 ML
1720,RITUXIMAB ,500 MG/50 ML INY 50 ML
1721,RITUXIMAB ,500 MG/50 ML INY 50 ML
1722,RITUXIMAB ,500 MG/50 ML INY 50 ML
1723,RITUXIMAB ,500 MG/50 ML INY 50 ML
1724,RITUXIMAB ,500 MG/50 ML INY 50 ML
1725,RITUXIMAB ,500 MG/50 ML INY 50 ML
1726,RITUXIMAB ,500 MG/50 ML INY 50 ML
1727,RITUXIMAB ,500 MG/50 ML INY 50 ML
1728,RITUXIMAB ,500 MG/50 ML INY 50 ML
1729,RITUXIMAB ,500 MG/50 ML INY 50 ML
1730,RITUXIMAB ,500 MG/50 ML INY 50 ML
1731,TAMOXIFENO CITRATE ,20 MG TAB
1732,TAMOXIFENO CITRATE ,20 MG TAB
1733,TAMOXIFENO CITRATE ,20 MG TAB
1734,TAMOXIFENO CITRATE ,20 MG TAB
1735,TAMOXIFENO CITRATE ,20 MG TAB
1736,TAMOXIFENO CITRATE ,20 MG TAB
1737,TAMOXIFENO CITRATE ,20 MG TAB
1738,TAMOXIFENO CITRATE ,20 MG TAB
1739,TAMOXIFENO CITRATE ,20 MG TAB
1740,TAMOXIFENO CITRATE ,20 MG TAB
1741,TAMOXIFENO CITRATE ,20 MG TAB
1742,TAMOXIFENO CITRATE ,20 MG TAB
1743,TAMOXIFENO CITRATE ,20 MG TAB
1744,TAMOXIFENO CITRATE ,20 MG TAB
1745,TAMOXIFENO CITRATE ,20 MG TAB
1746,TAMOXIFENO CITRATE ,20 MG TAB
1747,TAMOXIFENO CITRATE ,20 MG TAB
1748,TAMOXIFENO CITRATE ,20 MG TAB
1749,VINCRISTINE SULFATO ,1 MG
1750,VINCRISTINE SULFATO ,1 MG
1751,VINCRISTINE SULFATO ,1 MG
1752,VINCRISTINE SULFATO ,1 MG
1753,VINCRISTINE SULFATO ,1 MG
1754,VINCRISTINE SULFATO ,1 MG
1755,VINCRISTINE SULFATO ,1 MG
1756,VINCRISTINE SULFATO ,1 MG
1757,VINCRISTINE SULFATO ,1 MG
1758,VINCRISTINE SULFATO ,1 MG
1759,VINCRISTINE SULFATO ,1 MG
1760,VINCRISTINE SULFATO ,1 MG
1761,VINCRISTINE SULFATO ,1 MG
1762,TRASTUZUMAB ,440 MG OR 420 MG (21 MG/ML) OTHER 20 ML
1763,TRASTUZUMAB ,440 MG OR 420 MG (21 MG/ML) OTHER 20 ML
1764,TRASTUZUMAB ,440 MG OR 420 MG (21 MG/ML) OTHER 20 ML
1765,TRASTUZUMAB ,440 MG OR 420 MG (21 MG/ML) OTHER 20 ML
1766,PACLITAXEL ,300 MG INY 50ML
1767,PACLITAXEL ,300 MG INY 50ML
1768,PACLITAXEL ,300 MG INY 50ML
1769,PACLITAXEL ,300 MG INY 50ML
1770,PACLITAXEL ,300 MG INY 50ML
1771,MESNA ,100 MG/ML INY 4 ML
1772,MESNA ,100 MG/ML INY 4 ML
1773,MESNA ,100 MG/ML INY 4 ML
1774,MESNA ,100 MG/ML INY 4 ML
1775,MESNA ,100 MG/ML INY 4 ML
1776,MESNA ,100 MG/ML INY 4 ML
1777,MESNA ,100 MG/ML INY 4 ML
1778,MESNA ,100 MG/ML INY 4 ML
1779,MESNA ,100 MG/ML INY 4 ML
1780,MESNA ,100 MG/ML INY 4 ML
1781,MESNA ,100 MG/ML INY 4 ML
1782,MESNA ,100 MG/ML INY 4 ML
1783,MESNA ,100 MG/ML INY 4 ML
